split,image_id,image_path,width,height,label_path,num_objects,class_ids,annotation_format
train,20230123_114056_jpg.rf.133e873ad6f70eb1772ba34aadc5ae17.jpg,E:\project\orangefruitnet\train\images\20230123_114056_jpg.rf.133e873ad6f70eb1772ba34aadc5ae17.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20230123_114056_jpg.rf.133e873ad6f70eb1772ba34aadc5ae17.txt,7,[2],YOLO
train,20230123_114131_jpg.rf.66d6e863fcb7514545f648ac348c330d.jpg,E:\project\orangefruitnet\train\images\20230123_114131_jpg.rf.66d6e863fcb7514545f648ac348c330d.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20230123_114131_jpg.rf.66d6e863fcb7514545f648ac348c330d.txt,32,[2],YOLO
train,20230123_114140_jpg.rf.f2d9fc08e242e276921a2f41923b0b88.jpg,E:\project\orangefruitnet\train\images\20230123_114140_jpg.rf.f2d9fc08e242e276921a2f41923b0b88.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20230123_114140_jpg.rf.f2d9fc08e242e276921a2f41923b0b88.txt,102,[2],YOLO
train,20230123_114143_jpg.rf.1036c54fb9b2ca036a4200012e6e3cc1.jpg,E:\project\orangefruitnet\train\images\20230123_114143_jpg.rf.1036c54fb9b2ca036a4200012e6e3cc1.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20230123_114143_jpg.rf.1036c54fb9b2ca036a4200012e6e3cc1.txt,76,[2],YOLO
train,20230123_114203_jpg.rf.970857c14d4a44ca51dce1f1a2d20e43.jpg,E:\project\orangefruitnet\train\images\20230123_114203_jpg.rf.970857c14d4a44ca51dce1f1a2d20e43.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20230123_114203_jpg.rf.970857c14d4a44ca51dce1f1a2d20e43.txt,0,[],YOLO
train,20230123_114229_jpg.rf.e61d518b72a0ef4a8a9a66f3e4241d41.jpg,E:\project\orangefruitnet\train\images\20230123_114229_jpg.rf.e61d518b72a0ef4a8a9a66f3e4241d41.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20230123_114229_jpg.rf.e61d518b72a0ef4a8a9a66f3e4241d41.txt,39,[2],YOLO
train,20231031_090921_jpg.rf.b222e02ca052d5af0ca3b8026cc79874.jpg,E:\project\orangefruitnet\train\images\20231031_090921_jpg.rf.b222e02ca052d5af0ca3b8026cc79874.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_090921_jpg.rf.b222e02ca052d5af0ca3b8026cc79874.txt,231,"[1, 2]",YOLO
train,20231031_091551_jpg.rf.8970f813d2220878ab12a70b3c6de0a6.jpg,E:\project\orangefruitnet\train\images\20231031_091551_jpg.rf.8970f813d2220878ab12a70b3c6de0a6.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_091551_jpg.rf.8970f813d2220878ab12a70b3c6de0a6.txt,44,"[1, 2]",YOLO
train,20231031_091755_jpg.rf.46840b301c4121be27226642b90c8819.jpg,E:\project\orangefruitnet\train\images\20231031_091755_jpg.rf.46840b301c4121be27226642b90c8819.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_091755_jpg.rf.46840b301c4121be27226642b90c8819.txt,47,"[1, 2]",YOLO
train,20231031_091807_jpg.rf.7c0451b9aa108acad5abcc4a4776cdce.jpg,E:\project\orangefruitnet\train\images\20231031_091807_jpg.rf.7c0451b9aa108acad5abcc4a4776cdce.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_091807_jpg.rf.7c0451b9aa108acad5abcc4a4776cdce.txt,20,"[1, 2]",YOLO
train,20231031_092108_jpg.rf.c60073f311e9a9628de38651fdfe1ae5.jpg,E:\project\orangefruitnet\train\images\20231031_092108_jpg.rf.c60073f311e9a9628de38651fdfe1ae5.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092108_jpg.rf.c60073f311e9a9628de38651fdfe1ae5.txt,13,[1],YOLO
train,20231031_092119_jpg.rf.2cbfe61d7c4d47e833a5f6fefc52bcc4.jpg,E:\project\orangefruitnet\train\images\20231031_092119_jpg.rf.2cbfe61d7c4d47e833a5f6fefc52bcc4.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092119_jpg.rf.2cbfe61d7c4d47e833a5f6fefc52bcc4.txt,31,[1],YOLO
train,20231031_092300_jpg.rf.328b361a5cbbe02bd7634c26bcd9993a.jpg,E:\project\orangefruitnet\train\images\20231031_092300_jpg.rf.328b361a5cbbe02bd7634c26bcd9993a.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092300_jpg.rf.328b361a5cbbe02bd7634c26bcd9993a.txt,107,"[1, 2]",YOLO
train,20231031_092330_jpg.rf.67ce08358c21526eafd2dbc3d9c975f1.jpg,E:\project\orangefruitnet\train\images\20231031_092330_jpg.rf.67ce08358c21526eafd2dbc3d9c975f1.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092330_jpg.rf.67ce08358c21526eafd2dbc3d9c975f1.txt,107,"[1, 2]",YOLO
train,20231031_092353_jpg.rf.169b2cf14e2f166c77700dd99a015561.jpg,E:\project\orangefruitnet\train\images\20231031_092353_jpg.rf.169b2cf14e2f166c77700dd99a015561.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092353_jpg.rf.169b2cf14e2f166c77700dd99a015561.txt,128,"[1, 2]",YOLO
train,20231031_092357_jpg.rf.03f6fb9eb6219d0dcc69e35db86044cf.jpg,E:\project\orangefruitnet\train\images\20231031_092357_jpg.rf.03f6fb9eb6219d0dcc69e35db86044cf.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092357_jpg.rf.03f6fb9eb6219d0dcc69e35db86044cf.txt,47,"[1, 2]",YOLO
train,20231031_092432_jpg.rf.7771115106b118db02cecc441cdcb58b.jpg,E:\project\orangefruitnet\train\images\20231031_092432_jpg.rf.7771115106b118db02cecc441cdcb58b.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092432_jpg.rf.7771115106b118db02cecc441cdcb58b.txt,97,"[1, 2]",YOLO
train,20231031_092458_jpg.rf.9a8458c1cd211d9a1d47effedeb9df29.jpg,E:\project\orangefruitnet\train\images\20231031_092458_jpg.rf.9a8458c1cd211d9a1d47effedeb9df29.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092458_jpg.rf.9a8458c1cd211d9a1d47effedeb9df29.txt,158,"[1, 2]",YOLO
train,20231031_092510_jpg.rf.1508c4acb543ec2b8d8c188e98e759dd.jpg,E:\project\orangefruitnet\train\images\20231031_092510_jpg.rf.1508c4acb543ec2b8d8c188e98e759dd.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092510_jpg.rf.1508c4acb543ec2b8d8c188e98e759dd.txt,91,[1],YOLO
train,20231031_092527_jpg.rf.904584bc565e473eceafcb927808f94c.jpg,E:\project\orangefruitnet\train\images\20231031_092527_jpg.rf.904584bc565e473eceafcb927808f94c.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092527_jpg.rf.904584bc565e473eceafcb927808f94c.txt,126,"[1, 2]",YOLO
train,20231031_092546_jpg.rf.5444805ce1b88f214d8ab99dfd3b1ea4.jpg,E:\project\orangefruitnet\train\images\20231031_092546_jpg.rf.5444805ce1b88f214d8ab99dfd3b1ea4.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092546_jpg.rf.5444805ce1b88f214d8ab99dfd3b1ea4.txt,75,"[1, 2]",YOLO
train,20231031_092559_jpg.rf.7190221c801ef3b97620eb39deb2353e.jpg,E:\project\orangefruitnet\train\images\20231031_092559_jpg.rf.7190221c801ef3b97620eb39deb2353e.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092559_jpg.rf.7190221c801ef3b97620eb39deb2353e.txt,277,"[1, 2]",YOLO
train,20231031_092646_jpg.rf.19e4f3680059e89e0f95290da2f9eb5d.jpg,E:\project\orangefruitnet\train\images\20231031_092646_jpg.rf.19e4f3680059e89e0f95290da2f9eb5d.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092646_jpg.rf.19e4f3680059e89e0f95290da2f9eb5d.txt,175,"[1, 2]",YOLO
train,20231031_092648_jpg.rf.e5bb948aa473ca07d3134d9043abef48.jpg,E:\project\orangefruitnet\train\images\20231031_092648_jpg.rf.e5bb948aa473ca07d3134d9043abef48.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092648_jpg.rf.e5bb948aa473ca07d3134d9043abef48.txt,174,"[1, 2]",YOLO
train,20231031_092656_jpg.rf.a09d5e99e9f12e9c0169c3f8871cf8ca.jpg,E:\project\orangefruitnet\train\images\20231031_092656_jpg.rf.a09d5e99e9f12e9c0169c3f8871cf8ca.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092656_jpg.rf.a09d5e99e9f12e9c0169c3f8871cf8ca.txt,170,[1],YOLO
train,20231031_092708_jpg.rf.cc18095064c57f5218a7a37050295d64.jpg,E:\project\orangefruitnet\train\images\20231031_092708_jpg.rf.cc18095064c57f5218a7a37050295d64.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092708_jpg.rf.cc18095064c57f5218a7a37050295d64.txt,79,[1],YOLO
train,20231031_092715_jpg.rf.790d7ec6c2dda9e99ecfb43abe9eeca4.jpg,E:\project\orangefruitnet\train\images\20231031_092715_jpg.rf.790d7ec6c2dda9e99ecfb43abe9eeca4.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092715_jpg.rf.790d7ec6c2dda9e99ecfb43abe9eeca4.txt,104,[1],YOLO
train,20231031_092721_jpg.rf.7bb18aeb695a0942e4eae6cdb500b0d6.jpg,E:\project\orangefruitnet\train\images\20231031_092721_jpg.rf.7bb18aeb695a0942e4eae6cdb500b0d6.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092721_jpg.rf.7bb18aeb695a0942e4eae6cdb500b0d6.txt,128,"[1, 2]",YOLO
train,20231031_092730_jpg.rf.383d0ce01eac2aec5557a9f638ef129e.jpg,E:\project\orangefruitnet\train\images\20231031_092730_jpg.rf.383d0ce01eac2aec5557a9f638ef129e.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092730_jpg.rf.383d0ce01eac2aec5557a9f638ef129e.txt,133,"[1, 2]",YOLO
train,20231031_092746_jpg.rf.ff67d3ccd16d019b17ddf82331e891c3.jpg,E:\project\orangefruitnet\train\images\20231031_092746_jpg.rf.ff67d3ccd16d019b17ddf82331e891c3.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092746_jpg.rf.ff67d3ccd16d019b17ddf82331e891c3.txt,133,"[1, 2]",YOLO
train,20231031_092839_jpg.rf.2fb82c2b67ae25a6d75767a39525bf52.jpg,E:\project\orangefruitnet\train\images\20231031_092839_jpg.rf.2fb82c2b67ae25a6d75767a39525bf52.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092839_jpg.rf.2fb82c2b67ae25a6d75767a39525bf52.txt,43,[1],YOLO
train,20231031_092856_jpg.rf.4eb2bdc3e06f7eac4d39f31a4cf68af3.jpg,E:\project\orangefruitnet\train\images\20231031_092856_jpg.rf.4eb2bdc3e06f7eac4d39f31a4cf68af3.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092856_jpg.rf.4eb2bdc3e06f7eac4d39f31a4cf68af3.txt,65,"[1, 2]",YOLO
train,20231031_092927_jpg.rf.6ff4363b5746d068b7c4ba7a79aa3a57.jpg,E:\project\orangefruitnet\train\images\20231031_092927_jpg.rf.6ff4363b5746d068b7c4ba7a79aa3a57.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092927_jpg.rf.6ff4363b5746d068b7c4ba7a79aa3a57.txt,96,"[1, 2]",YOLO
train,20231031_092930_jpg.rf.88d48ac16cf85fbfa9a347af2211d98d.jpg,E:\project\orangefruitnet\train\images\20231031_092930_jpg.rf.88d48ac16cf85fbfa9a347af2211d98d.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092930_jpg.rf.88d48ac16cf85fbfa9a347af2211d98d.txt,149,"[1, 2]",YOLO
train,20231031_092953_jpg.rf.26027c4b8a95fbcb212053f87f5105b7.jpg,E:\project\orangefruitnet\train\images\20231031_092953_jpg.rf.26027c4b8a95fbcb212053f87f5105b7.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_092953_jpg.rf.26027c4b8a95fbcb212053f87f5105b7.txt,32,[1],YOLO
train,20231031_093002_jpg.rf.af9d934f244bfae72d35b1a3f4f38b05.jpg,E:\project\orangefruitnet\train\images\20231031_093002_jpg.rf.af9d934f244bfae72d35b1a3f4f38b05.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093002_jpg.rf.af9d934f244bfae72d35b1a3f4f38b05.txt,117,"[1, 2]",YOLO
train,20231031_093006_jpg.rf.c906fc4af0d3d05d05c950488d594dca.jpg,E:\project\orangefruitnet\train\images\20231031_093006_jpg.rf.c906fc4af0d3d05d05c950488d594dca.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093006_jpg.rf.c906fc4af0d3d05d05c950488d594dca.txt,6,[1],YOLO
train,20231031_093016_jpg.rf.1f4819eee10fe0f73932f4b471a6c506.jpg,E:\project\orangefruitnet\train\images\20231031_093016_jpg.rf.1f4819eee10fe0f73932f4b471a6c506.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093016_jpg.rf.1f4819eee10fe0f73932f4b471a6c506.txt,107,"[1, 2]",YOLO
train,20231031_093020_jpg.rf.1dca57f4e4d526608aeeafbba6f50d2f.jpg,E:\project\orangefruitnet\train\images\20231031_093020_jpg.rf.1dca57f4e4d526608aeeafbba6f50d2f.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093020_jpg.rf.1dca57f4e4d526608aeeafbba6f50d2f.txt,31,"[1, 2]",YOLO
train,20231031_093033_jpg.rf.39679c60d3864828737e0f432bd20952.jpg,E:\project\orangefruitnet\train\images\20231031_093033_jpg.rf.39679c60d3864828737e0f432bd20952.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093033_jpg.rf.39679c60d3864828737e0f432bd20952.txt,93,"[1, 2]",YOLO
train,20231031_093052_jpg.rf.3f9b13f29a7aa52a2978d0b5c50d46ac.jpg,E:\project\orangefruitnet\train\images\20231031_093052_jpg.rf.3f9b13f29a7aa52a2978d0b5c50d46ac.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093052_jpg.rf.3f9b13f29a7aa52a2978d0b5c50d46ac.txt,110,"[1, 2]",YOLO
train,20231031_093104_jpg.rf.8e006cc24e7ba1fa2d318eb4eb04a7dd.jpg,E:\project\orangefruitnet\train\images\20231031_093104_jpg.rf.8e006cc24e7ba1fa2d318eb4eb04a7dd.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093104_jpg.rf.8e006cc24e7ba1fa2d318eb4eb04a7dd.txt,92,"[1, 2]",YOLO
train,20231031_093144_jpg.rf.7191bc8e553564f1751f2faa9262f427.jpg,E:\project\orangefruitnet\train\images\20231031_093144_jpg.rf.7191bc8e553564f1751f2faa9262f427.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093144_jpg.rf.7191bc8e553564f1751f2faa9262f427.txt,119,[1],YOLO
train,20231031_093150_jpg.rf.5a289b863e5ca36b92433d6383e65d86.jpg,E:\project\orangefruitnet\train\images\20231031_093150_jpg.rf.5a289b863e5ca36b92433d6383e65d86.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093150_jpg.rf.5a289b863e5ca36b92433d6383e65d86.txt,185,"[1, 2]",YOLO
train,20231031_093156_jpg.rf.4669849a8d94cd8ed752c8b23b9e7f85.jpg,E:\project\orangefruitnet\train\images\20231031_093156_jpg.rf.4669849a8d94cd8ed752c8b23b9e7f85.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093156_jpg.rf.4669849a8d94cd8ed752c8b23b9e7f85.txt,85,[1],YOLO
train,20231031_093208_jpg.rf.6d0b6aacd8dc3439e4ead434f66ad59e.jpg,E:\project\orangefruitnet\train\images\20231031_093208_jpg.rf.6d0b6aacd8dc3439e4ead434f66ad59e.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093208_jpg.rf.6d0b6aacd8dc3439e4ead434f66ad59e.txt,187,"[1, 2]",YOLO
train,20231031_093211_jpg.rf.d659b63c643ef3643beab0d1c49e4f9f.jpg,E:\project\orangefruitnet\train\images\20231031_093211_jpg.rf.d659b63c643ef3643beab0d1c49e4f9f.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093211_jpg.rf.d659b63c643ef3643beab0d1c49e4f9f.txt,94,"[1, 2]",YOLO
train,20231031_093221_jpg.rf.e8413eec4b03c64d749f8a58d3a8ba97.jpg,E:\project\orangefruitnet\train\images\20231031_093221_jpg.rf.e8413eec4b03c64d749f8a58d3a8ba97.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093221_jpg.rf.e8413eec4b03c64d749f8a58d3a8ba97.txt,135,[1],YOLO
train,20231031_093233_jpg.rf.49a79f485278fa991211700ed7debe2c.jpg,E:\project\orangefruitnet\train\images\20231031_093233_jpg.rf.49a79f485278fa991211700ed7debe2c.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093233_jpg.rf.49a79f485278fa991211700ed7debe2c.txt,255,"[1, 2]",YOLO
train,20231031_093245_jpg.rf.dff66de25056bca7a90991ef85e4e171.jpg,E:\project\orangefruitnet\train\images\20231031_093245_jpg.rf.dff66de25056bca7a90991ef85e4e171.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093245_jpg.rf.dff66de25056bca7a90991ef85e4e171.txt,94,[1],YOLO
train,20231031_093310_jpg.rf.7b3225046ecb5cee4bc370b6ff6fda19.jpg,E:\project\orangefruitnet\train\images\20231031_093310_jpg.rf.7b3225046ecb5cee4bc370b6ff6fda19.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093310_jpg.rf.7b3225046ecb5cee4bc370b6ff6fda19.txt,125,"[1, 2]",YOLO
train,20231031_093314_jpg.rf.e1ba0efd1cdd60bdaaf1f036857fb567.jpg,E:\project\orangefruitnet\train\images\20231031_093314_jpg.rf.e1ba0efd1cdd60bdaaf1f036857fb567.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093314_jpg.rf.e1ba0efd1cdd60bdaaf1f036857fb567.txt,97,[1],YOLO
train,20231031_093355_jpg.rf.eb45a91eef307a52cdc881375ca1d114.jpg,E:\project\orangefruitnet\train\images\20231031_093355_jpg.rf.eb45a91eef307a52cdc881375ca1d114.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093355_jpg.rf.eb45a91eef307a52cdc881375ca1d114.txt,94,[1],YOLO
train,20231031_093424_jpg.rf.bae1eafbb96f553346bcff3f7365be47.jpg,E:\project\orangefruitnet\train\images\20231031_093424_jpg.rf.bae1eafbb96f553346bcff3f7365be47.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093424_jpg.rf.bae1eafbb96f553346bcff3f7365be47.txt,54,[1],YOLO
train,20231031_093451_jpg.rf.1e9060507f6e13562238b9c588e25613.jpg,E:\project\orangefruitnet\train\images\20231031_093451_jpg.rf.1e9060507f6e13562238b9c588e25613.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093451_jpg.rf.1e9060507f6e13562238b9c588e25613.txt,314,"[1, 2]",YOLO
train,20231031_093505_jpg.rf.56a90057163d7fc5330f2eb9650dc59f.jpg,E:\project\orangefruitnet\train\images\20231031_093505_jpg.rf.56a90057163d7fc5330f2eb9650dc59f.jpg,4032,3024,E:\project\orangefruitnet\train\labels\20231031_093505_jpg.rf.56a90057163d7fc5330f2eb9650dc59f.txt,291,[1],YOLO
